Investor Name,Announced Date
2019-04-17,Neiman Marcus Group
2019-04-17,Yinxinggu Capital
Founders Factory Africa,2019-04-17
2019-04-17,GAF
Founders Factory Africa,2019-04-17
2019-04-17,CIVC Partners
Sverica Capital,2019-04-17
NAV.VC,2019-04-17
2019-04-17,Maven Capital Partners
Founders Factory Africa,2019-04-17
2019-04-17,Angel Ventures Peru
Founders Factory Africa,2019-04-17
FW Capital,2019-04-17
2019-04-17,Mark Zuckerberg
2019-04-17,500 Startups
Elevate Ventures,2019-04-17
Plymouth Growth,2019-04-17
Hiventures Investment Fund,2019-04-17
Hiventures Investment Fund,2019-04-17
National Science Foundation,2019-04-17
2019-04-18,Asahi Medialab Ventures
2019-04-18,Daiwa Corporate Investment
DOGAN beta,2019-04-18
2019-04-18,iSGS Investment Works
2019-04-18,XTech Ventures Japan
2019-04-18,2B Angels
JANVEST Capital Partners,2019-04-18
2019-04-18,Be Angels
Sambrinvest,2019-04-18
2019-04-18,Clean Energy Ventures (CEV)
2019-04-18,China Growth Capital | CGC
2019-04-18,Investitionsbank des Landes Brandenburg
2019-04-18,1984 Ventures
2019-04-18,Base Ventures
2019-04-18,Core Innovation Capital
Cox Enterprises,2019-04-18
Enterprise Community Investment,2019-04-18
2019-04-18,Impact Engine
2019-04-18,Kapor Capital
MetaProp NYC,2019-04-18
2019-04-18,Techstars Ventures
Capitoria,2019-04-18
Archytas Ventures,2019-04-18
Tarvenn Ventures,2019-04-18
2019-04-18,GSR Ventures
2019-04-18,Zhizhuo Capital
2019-04-18,Crowdcube
2019-04-18,HealthTech Capital
2019-04-18,Joyance Partners
2019-04-18,Social Starts
2019-04-18,Crowdcube
Eric Tobias,2019-04-18
2019-04-18,Crowdcube
Frontier Ventures,2019-04-18
2019-04-18,500 Startups
2019-04-18,500 Startups
2019-04-18,Felix Capital
SAP.iO,2019-04-18
2019-04-18,Broadridge
2019-04-18,Goldman Sachs Principal Strategic Investments
2019-04-18,Summerfield Capital Management
Hydra,2019-04-18
2019-04-18,London Co-Investment Fund
Mustard Seed,2019-04-18
2019-04-18,5 BLOCKS CAPITAL
2019-04-18,Bain Capital Ventures
2019-04-18,Lightspeed Venture Partners
Black Pearls VC,2019-04-18
2019-04-18,Loyal VC
BlockWater Management,2019-04-18
2019-04-18,National Institute on Drug Abuse (NIDA)
42CAP,2019-04-18
aws Gründerfonds (aws Founders Fund),2019-04-18
2019-04-18,Felix Capital
2019-04-18,Mangrove Capital Partners
SAP.iO,2019-04-18
Sapphire Ventures,2019-04-18
2019-04-18,Speedinvest
2019-04-18,Seneca Partners
2019-04-18,Warburg Pincus
2019-04-18,Charlie Cheever
Florian Leibert,2019-04-18
2019-04-18,Fuel Capital
2019-04-18,Homebrew
Liquid 2 Ventures,2019-04-18
Michael Stoppelman,2019-04-18
2019-04-18,Solomon Hykes
2019-04-18,Susa Ventures
2019-04-18,Correlation Ventures
e.ventures,2019-04-18
MHS Capital,2019-04-18
2019-04-18,NextView Ventures
Plug and Play,2019-04-18
2019-04-18,AHL Venture Partners
Bill & Melinda Gates Foundation,2019-04-18
2019-04-18,CommerzVentures
2019-04-18,Didier Kuhn
2019-04-18,Franck Lhuerre
2019-04-18,New Generation Technologies
2019-04-18,Omnes Capital
Simon Dawlat,2019-04-18
2019-04-18,Ventech China
2019-04-18,Blackstone Group
Longitude Capital,2019-04-18
2019-04-18,Qiming Venture Partners
2019-04-18,BlackRock
Centurium Capital,2019-04-18
2019-04-18,CICC
GIC,2019-04-18
Joy Capital,2019-04-18
2019-04-18,Allied Irish Banks
2019-04-18,Bank of Ireland
2019-04-18,Barclays Investment Bank
2019-04-18,HSBC Bank
2019-04-18,Ulster Bank Ireland
2019-04-18,Cherry Ventures
2019-04-18,LocalGlobe
Oxford Capital Partners,2019-04-18
2019-04-18,VentureFriends
2019-04-18,AI Seed
2019-04-18,AlbionVC
2019-04-18,London Co-Investment Fund
Luminous Ventures,2019-04-18
2019-04-18,Speedinvest
UCL Technology Fund,2019-04-18
2019-04-18,UCLB
2019-04-18,True Ventures
2019-04-18,Sixth Sense Ventures
2019-04-18,BioInnovation Capital
Canaan Partners,2019-04-18
2019-04-18,F-Prime Capital
2019-04-18,Partners Innovation Fund
2019-04-18,Deepbridge Capital
2019-04-18,AlbionVC
IQ Capital,2019-04-18
2019-04-18,LiveOak Venture Partners
Benson Oak Ventures,2019-04-18
2019-04-18,Elron Electronic Industries
Samsung Ventures,2019-04-18
2019-04-18,Qiyi Capital
2019-04-18,The W.K. Kellogg Foundation
LEA Partners,2019-04-18
TEV Ventures,2019-04-18
2019-04-18,Vito Ventures
Diaz Nesamoney,2019-04-18
2019-04-18,Fortisure Ventures
2019-04-18,You & Mr Jones Brandtech Ventures
2019-04-18,Aphelion Capital
2019-04-18,NPM Capital
2019-04-18,Be Angels
Sambrinvest,2019-04-18
2019-04-18,McKinney
Timberline Holding,2019-04-18
Nextech Invest,2019-04-18
venBio Partners,2019-04-18
LD Capital,2019-04-18
Hiventures Investment Fund,2019-04-18
2019-04-18,Abe Sher
2019-04-18,Ali Tezolmez
2019-04-18,AngelList
2019-04-18,Dave Love
2019-04-18,Didem Sen Pamuk
Dr. E. Bora Uygun,2019-04-18
Emrah Gultekin,2019-04-18
2019-04-18,Farhad Sharifi
Firat Kalsin,2019-04-18
2019-04-18,Greg Back
2019-04-18,Jinpei Li
Kim Kolt,2019-04-18
Lawrence Gitman,2019-04-18
2019-04-18,Marc Abramowitz
Matt Kavian,2019-04-18
2019-04-18,Mike Crawford
2019-04-18,Ralph Ho
Robert Hilmer,2019-04-18
Sean Bill,2019-04-18
Serkan Omerbeyoglu,2019-04-18
Sinan Gozener,2019-04-18
2019-04-18,Vickers Venture Partners
2019-04-18,Yusuf Gomel Israel
2019-04-18,Andera Partners
2019-04-18,Zhongxing Dacheng Investment Management
Hiventures Investment Fund,2019-04-18
2019-04-18,BrightEdge Fund
Climate Action Fund,2019-04-18
PhotonDelta,2019-04-18
Andrew W. Mellon Foundation,2019-04-18
The Moinian Group,2019-04-18
2019-04-18,Cove Fund
2019-04-18,Hefei Chuangshou Equity Investment Partnership
2019-04-18,Marlin Equity Partners
2019-04-18,ECC Capital
2019-04-18,Addor Capital
Leader Capital Markets,2019-04-18
2019-04-18,Tencent Holdings
2019-04-18,Cox Automotive
2019-04-18,Bessemer Venture Partners
GBC Global Blockchain Research Center,2019-04-18
Incubate Fund,2019-04-19
REVIC Capital,2019-04-19
Akatsuki,2019-04-19
Incubate Fund,2019-04-19
Chibagin Capital,2019-04-19
JR East Start Up,2019-04-19
SBI Investment,2019-04-19
Loyal VC,2019-04-19
India Quotient,2019-04-19
Surge,2019-04-19
Legend Star,2019-04-19
Qianhai Fund of Funds,2019-04-19
Volcanics Venture,2019-04-19
MassMutual Ventures Southeast Asia (MMV SEA),2019-04-19
SeedPlus,2019-04-19
Surge,2019-04-19
Canvas Ventures,2019-04-19
2019-04-19,Columbia Pacific Advisors
Rebecca Lynn,2019-04-19
2019-04-19,Tom Williams
Union Bay Partners,2019-04-19
Unlock Venture Partners,2019-04-19
2019-04-19,Canary
Surge,2019-04-19
500 Startups,2019-04-19
Kairos,2019-04-19
Kaszek Ventures,2019-04-19
Agaeti Venture Capital,2019-04-19
EverHaüs,2019-04-19
Surge,2019-04-19
2019-04-19,Monashees
Y Combinator,2019-04-19
Novastar Ventures,2019-04-19
Unreasonable Capital,2019-04-19
StartUp Health,2019-04-19
Trifecta Capital Advisors,2019-04-19
2019-04-19,DSG Consumer Partners
Surge,2019-04-19
Surge,2019-04-19
Surge,2019-04-19
Surge,2019-04-19
Surge,2019-04-19
Surge,2019-04-19
Surge,2019-04-19
Surge,2019-04-19
Correlation Ventures,2019-04-19
New Enterprise Associates,2019-04-19
Reshape,2019-04-19
Surge,2019-04-19
IT Farm,2019-04-19
Kairos,2019-04-19
Gabriel Diop,2019-04-19
Jackson Moses,2019-04-19
Arrive,2019-04-19
SWAT Equity Partners,2019-04-19
Kairos,2019-04-19
Prototype Capital,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Kairos,2019-04-19
Denso,2019-04-19
SoftBank Vision Fund,2019-04-19
Toyota Motor Corporation,2019-04-19
Fortum,2019-04-19
H&M CO:LAB,2019-04-19
Valve Ventures,2019-04-19
Virata Corp.,2019-04-19
TusStar,2019-04-19
FPT Corporation,2019-04-19
SBI Group,2019-04-19
Kairos,2019-04-19
Picus Capital,2019-04-19
National SME Development Fund,2019-04-19
Red Star Macalline,2019-04-19
Wonderland Capital,2019-04-19
Cali Group,2019-04-19
Wavemaker Partners,2019-04-19
BRINK ASSET,2019-04-19
2019-04-19,Amazon Future Engineer
Grupo LaFinca,2019-04-19
John Templeton Foundation,2019-04-19
Sequoia Capital India,2019-04-19
Fengwang Investment,2019-04-19
X Capital,2019-04-19
2019-04-19,JD Digits
Zhizhuo Capital,2019-04-19
YouLife Holdings,2019-04-19
Imperial Brands,2019-04-19
SDC Capital Partners,2019-04-19
One Capital,2019-04-19
8 Decimal Capital,2019-04-19
Legend Star,2019-04-19
Huagai Capital,2019-04-19
Founders,2019-04-19
Startup Funding Club,2019-04-20
Security Leadership Capital,2019-04-20
eFactory,2019-04-20
2019-04-20,SRC Holdings
StartEngine,2019-04-20
2019-04-20,Angel Investors LP
2019-04-20,Angel Investors/HNIs
MPGI,2019-04-20
2019-04-20,Surge
ENISA,2019-04-20
2019-04-20,Betatron
Interplay Ventures,2019-04-20
Mount Parker Ventures,2019-04-20
2019-04-20,The Aria Group
Caixa Capital Risc,2019-04-20
Inveready,2019-04-20
Sabadell Venture Capital,2019-04-20
2019-04-20,Alan Metcalfe
2019-04-20,DK Investment
Enterprise Ireland,2019-04-20
2019-04-20,Ray Nolan
Draper University Ventures,2019-04-20
Draper University Ventures,2019-04-20
2019-04-20,Lakson Investments Venture Capital
2019-04-20,VentureBuilders Capital
Garin,2019-04-20
2019-04-21,CoveMark
Morten Klein,2019-04-21
2019-04-22,Cool Japan Fund
2019-04-22,Nippon Telegraph and Telephone Corporation
Yoshimoto Kogyo,2019-04-22
2019-04-22,Japan Finance Corporation
2019-04-22,Mizuho Bank
2019-04-22,CyberAgent
2019-04-22,Kamakura Shinsho
2019-04-22,Mobile Internet Capital
AOKI Holdings,2019-04-22
2019-04-22,SBI Group
Humanity United,2019-04-22
Ryosuke Matsumoto,2019-04-22
2019-04-22,Comcast Ventures
2019-04-22,Global Founders Capital
Everbright,2019-04-22
Ideate Investments,2019-04-22
2019-04-22,Qianzhang Investment
2019-04-22,Red Avenue
2019-04-22,Source Code Capital
ZhenFund,2019-04-22
2019-04-22,500 Startups
2019-04-22,The ArkFund
Costanoa Ventures,2019-04-22
General Catalyst,2019-04-22
GGV Capital,2019-04-22
2019-04-22,Alpana Ventures
2019-04-22,Firebrand Ventures
2019-04-22,Dentsu
Hyundai Motor Company,2019-04-22
2019-04-22,Babel Ventures
2019-04-22,Clark Valberg
Employee Stock Option Fund (ESO Fund),2019-04-22
2019-04-22,Keisuke Honda
Liquid 2 Ventures,2019-04-22
Outbound Ventures,2019-04-22
2019-04-22,Paul Buchheit
2019-04-22,Soma Capital
Stanley Wang,2019-04-22
2019-04-22,Y Combinator
2019-04-22,KUNLUN
2019-04-22,Primavera Capital Group
2019-04-22,Yunqi Partners
2019-04-22,FOOD-X
2019-04-22,SOSV
2019-04-22,United States Air Force
Grab Ventures,2019-04-22
2019-04-22,LINE Ventures
Mirae Asset-Naver Asia Growth Fund,2019-04-22
2019-04-22,Naver Corporation
Samena Capital,2019-04-22
2019-04-22,Singha Ventures
2019-04-22,SMDV
2019-04-22,Vertex Ventures
2019-04-22,Vertex Ventures Southeast Asia & India
Aisling Capital,2019-04-22
2019-04-22,Boxer Capital
Longitude Capital,2019-04-22
2019-04-22,Malin Corporation
2019-04-22,Novartis
Pentwater Capital Management,2019-04-22
2019-04-22,Perceptive Advisors
2019-04-22,Rapha Capital Management
2019-04-22,Vivo Capital
Union Kitchen,2019-04-22
Union Kitchen,2019-04-22
Union Kitchen,2019-04-22
Union Kitchen,2019-04-22
Union Kitchen,2019-04-22
Union Kitchen,2019-04-22
2019-04-22,ACE Startups
Coinbase,2019-04-22
Omidyar Network,2019-04-22
2019-04-22,Prosus & Naspers
Quona Capital,2019-04-22
2019-04-22,Reinventure
2019-04-22,Ribbit Capital
2019-04-22,BEENEXT
2019-04-22,Prime Venture Partners
SBI Investment,2019-04-22
2019-04-22,SBI Ven Capital
2019-04-22,Stellaris Venture Partners
Digital Chain Capital,2019-04-22
Jun Joint Venture,2019-04-22
2019-04-22,Link Hui Capital
Shuimu Fund,2019-04-22
2019-04-22,Super Brain Fund
2019-04-22,Evolution VC Partners
2019-04-22,Irving Investors
2019-04-22,Prescott General Partners
Tao Capital Partners,2019-04-22
2019-04-22,Tiger Global Management
GGV Capital,2019-04-22
IDG Capital,2019-04-22
2019-04-22,Shunwei Capital
2019-04-22,Tencent Holdings
Cedars Sinai Medical Center,2019-04-22
2019-04-22,Excelerate Health Ventures
2019-04-22,HLM Venture Partners
LRVHealth,2019-04-22
2019-04-22,Schooner Capital
Acorn Capital,2019-04-22
2019-04-22,Scale Venture Partners
2019-04-22,Zebra Ventures
EverHaüs,2019-04-22
Gobi Partners,2019-04-22
Prasetia Dwidharma,2019-04-22
Cavatina Capital,2019-04-22
Charterhouse Strategic Partners,2019-04-22
2019-04-22,David Williams
2019-04-22,Hasso Plattner Ventures
2019-04-22,Spotify
Baidu Ventures,2019-04-22
2019-04-22,Vision Plus Capital
2019-04-22,Yinxinggu Capital
2019-04-22,East Seattle Partners
2019-04-22,iM Global Partner
InnoVen Capital,2019-04-22
2019-04-22,Decent Capital
2019-04-22,Linear Venture
2019-04-22,500 Startups
2019-04-22,Global Founders Capital
2019-04-22,Seaport Capital
National Science Foundation,2019-04-22
Guinness Asset Management,2019-04-22
2019-04-22,Eli Lilly
2019-04-22,Gridiron Capital
2019-04-22,Sunil Kumar Singhvi
WANDA Group,2019-04-22
2019-04-22,ITI Growth Opportunities Fund
2019-04-22,GF Qianhe Investment
2019-04-22,SPD Silicon Valley Bank (SSVB)
2019-04-22,Fosun International
2019-04-22,Ruijun Ventures
2019-04-22,ACE Startups
2019-04-22,Aldrich Capital Partners
Access Ventures,2019-04-22
Storm Ventures,2019-04-22
MUFG Bank,2019-04-23
The Yamagata Bank,2019-04-23
AMBITION Group,2019-04-23
Evolable Asia,2019-04-23
Fortune Venture Capital,2019-04-23
GF Xinde Investment Management,2019-04-23
Tzitzit Aseet,2019-04-23
2019-04-23,Dentsu
2019-04-23,Mistletoe
2019-04-23,Real Tech Fund
2019-04-23,Novares Venture Capital
Bellwether Financial Group,2019-04-23
Nadavon Capital Partners,2019-04-23
Japan Management Consultants Association,2019-04-23
Tom Chapman,2019-04-23
500 Startups,2019-04-23
Talent Equity Ventures (TEqV),2019-04-23
2019-04-23,Will Group
2019-04-23,Huaqiang Capital
ITOCHU Corporation,2019-04-23
2019-04-23,DigitalCPR
Orion Startups,2019-04-23
2019-04-23,Right Side Capital Management
E.ON,2019-04-23
2019-04-23,Jump Capital
LS Group,2019-04-23
Mercury Fund,2019-04-23
Oreilly AlphaTech Ventures,2019-04-23
Sony Innovation Fund,2019-04-23
2019-04-23,Tekfen Ventures
Glory Ventures,2019-04-23
AET Fund,2019-04-23
Akatsuki,2019-04-23
Omidyar Network,2019-04-23
2019-04-23,Surge
2019-04-23,WaterBridge Ventures
500 Startups,2019-04-23
2019-04-23,Dylan Taylor
2019-04-23,Iron Gate Capital (IGC)
Blackbird Ventures,2019-04-23
K1W1,2019-04-23
2019-04-23,Nexus Venture Partners
2019-04-23,FreshTracks Capital
Valar Ventures,2019-04-23
2019-04-23,Daniel Kanak
Integrated Capital,2019-04-23
Ka Wing Kevin Kwong,2019-04-23
2019-04-23,Karina Choudhrie
2019-04-23,Nexus Venture Partners
Skycatcher,2019-04-23
Timothy Ting Fai Wong,2019-04-23
Vikramaditya Jain,2019-04-23
Economic Development of Canada,2019-04-23
Brianne Kimmel,2019-04-23
2019-04-23,Clark Valberg
2019-04-23,Kevin Hartz
Ripple Ventures,2019-04-23
Ryan Hoover,2019-04-23
2019-04-23,Shrug Capital
2019-04-23,True Ventures
GoBeyond,2019-04-23
VitalizeVC,2019-04-23
2019-04-23,CV VC
March Capital Partners,2019-04-23
Moment Ventures,2019-04-23
Pelion Venture Partners,2019-04-23
Slack Fund,2019-04-23
2019-04-23,Vertex US
2019-04-23,Vertex Ventures
2019-04-23,Crawley Ventures
2019-04-23,Dioko Ventures
Jonathan Bush,2019-04-23
Kickstart Seed Fund,2019-04-23
Lanoha Ventures,2019-04-23
2019-04-23,Notley Ventures
Preview Ventures,2019-04-23
2019-04-23,BIG Labs
GV,2019-04-23
IVP (Institutional Venture Partners),2019-04-23
Menlo Ventures,2019-04-23
ServiceNow Ventures,2019-04-23
2019-04-23,Unusual Ventures
2019-04-23,Baird Capital
Center for Innovative Technology,2019-04-23
Charlottesville Angel Network,2019-04-23
2019-04-23,Grotech Ventures
Middleland Capital,2019-04-23
2019-04-23,Flashpoint
2019-04-23,Nexus Venture Partners
2019-04-23,Softbank Ventures Asia
Storm Ventures,2019-04-23
Index Ventures,2019-04-23
2019-04-23,Matrix Partners
Point Nine Capital,2019-04-23
Rembrandt Venture Partners,2019-04-23
Greenoaks Capital,2019-04-23
GV,2019-04-23
Index Ventures,2019-04-23
IVP (Institutional Venture Partners),2019-04-23
2019-04-23,Scale Venture Partners
2019-04-23,Agate Medical Investments
2019-04-23,JAM Capital Partners
2019-04-23,MicroPort Orthopedics
RocSon Medtech Fund,2019-04-23
Monk’s Hill Ventures,2019-04-23
2019-04-23,STRIVE Japan
Wavemaker Partners,2019-04-23
2019-04-23,Y Combinator
2019-04-23,Blue Star Innovation Partners
Providence Strategic Growth,2019-04-23
Capstar Capital,2019-04-23
S3 Ventures,2019-04-23
2019-04-23,CIBC
2019-04-23,BlueRun Ventures
GGV Capital,2019-04-23
2019-04-23,Axis Mutual Fund
2019-04-23,L&T Mutual Fund
2019-04-23,SBI Mutual Fund
2019-04-23,Sundaram Mutual Fund
Baidu Ventures,2019-04-23
2019-04-23,Northpond Ventures
2019-04-23,Open Philanthropy Project
EverSource Capital,2019-04-23
Vickers Venture Partners,2019-04-23
WI Harper Group,2019-04-23
2019-04-23,Atlant Fonder AB
Dunross & Co,2019-04-23
2019-04-23,Vostok Emerging Finance
2019-04-23,Cota Capital
2019-04-23,Liu Mou
2019-04-23,Tencent Holdings
BITKRAFT Esports Ventures,2019-04-23
Moonshots Capital,2019-04-23
MTGx,2019-04-23
Cornerstone Venture Partners,2019-04-23
2019-04-23,Jazz Pharmaceuticals
2019-04-23,SoftBank
Corazon Capital,2019-04-23
Jeff Judge,2019-04-23
Network Ventures,2019-04-23
Amplify Partners,2019-04-23
Homebrew,2019-04-23
Precursor Ventures,2019-04-23
WS Investments,2019-04-23
Zack Rinat,2019-04-23
2019-04-23,Harwell Capital
Allianz Life Ventures,2019-04-23
IA Capital Group,2019-04-23
ManchesterStory Group,2019-04-23
MassMutual Ventures,2019-04-23
2019-04-23,Capnamic Ventures
General Catalyst,2019-04-23
Grazia Equity,2019-04-23
Ally Bridge Group,2019-04-23
WuXi Biologics,2019-04-23
Oberland Capital,2019-04-23
2019-04-23,Rice Investment Group
Molex Ventures,2019-04-23
2019-04-23,Green Seed Fund
